sheet,slot,id,pair,strategy,side,entry_pct,step,orders,size,max_size,mult,target,tp,profit,realized,unrealized,volume,note
2026-05-12/001,1,6020969777,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,3,827.28,2994.14,-2166.86,14279099,
2026-05-12/001,2,6086844899,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.2,0.25,3,-7653.19,5288.73,-12941.92,14720658,
2026-05-12/001,3,6022090522,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.2,0.25,3,706.66,2945.51,-2238.85,14912014,
2026-05-12/001,4,6103806785,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,3,799.68,2918.81,-2118.95,14384272,
2026-05-12/010,1,6151331978,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.1,0.25,25,-6652.27,6053.45,-12705.71,14566244,
2026-05-12/010,3,4802726264,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,25,2746.27,2746.27,0,9841792,мешок пуст
2026-05-12/010,4,4495098475,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,25,2720.77,2720.77,0,9926730,мешок пуст
2026-05-12/025,1,5903265948,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,40,1716.05,1716.05,0,3590416,мешок пуст
2026-05-12/025,2,4988569209,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.6,140,2229.38,2229.38,0,1542334,мешок пуст
2026-05-12/025,3,6318450000,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,60,2338.34,2338.34,0,4425327,мешок пуст
2026-05-12/025,4,5727886174,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.6,140,2253.65,2253.65,0,1588926,мешок пуст
2026-05-19/020,1,4750477609,ETHUSDT,INDICATOR,Short,1.4,0.08,5000,0.01,0.03,1.4,0.24,20,851.04,871.39,-20.35,1795318,
2026-05-19/020,2,5116453879,ETHUSDT,INDICATOR,Short,1.4,0.2,5000,0.01,0.03,1.4,0.24,20,395.85,403.11,-7.27,854193,
2026-05-19/020,3,6406009846,ETHUSDT,INDICATOR,Short,1.4,0.15,5000,0.01,0.03,1.4,0.24,20,428.23,456.51,-28.28,1088367,
2026-05-19/020,4,5080186998,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.03,1.1,0.24,20,816.00,848.00,-32.00,1289521,
2026-06-28/030,1,5025395589,BTCUSDT,INDICATOR,Short,1.5,0.06,220,0.001,0.003,1.3,0.34,0,-4601.18,976.87,-5578.05,674293,окно база 05.02-05.05
2026-06-28/030,2,4822680275,BTCUSDT,INDICATOR,Short,1.5,0.06,220,0.001,0.003,1.3,0.34,0,-6257.41,4410.81,-10668.21,3190731,окно база 05.02-05.05
2026-06-28/030,3,4916654512,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.34,0,2335.34,4579.56,-2244.22,3520363,окно база выход-средней ВКЛ
2026-06-28/030,4,4968352800,BTCUSDT,INDICATOR,Short,0.7,0.06,220,0.001,0.003,1.3,0.34,0,2391.80,2484.83,-93.02,1796417,окно форвард 10.05-28.06
2026-05-12/040,1,4561287250,BTCUSD-инв,INDICATOR,Long,-0.7,0.03,5000,100,200,1.3,0.29,25,0.18042,0.18043,-0.0000078,10360300,COIN_FUTURES профит в BTC
2026-05-12/040,2,5093257243,BTCUSD-инв,INDICATOR,Long,-0.3,0.03,5000,100,200,1.3,0.25,20,0.16114,0.16121,-0.0000070,11254100,COIN_FUTURES
2026-05-12/040,3,5129615111,BTCUSD-инв,INDICATOR,Long,-0.3,0.03,5000,100,200,1.4,0.25,15,0.16130,0.16137,-0.0000070,11262500,COIN_FUTURES
2026-05-12/040,4,6247084940,BTCUSD-инв,INDICATOR,Long,-0.7,0.03,5000,100,200,1.4,0.27,15,0.17392,0.17399,-0.0000088,10880700,COIN_FUTURES
2026-05-12/005,1,6368583350,BTCUSDT,DEFAULT,Short,,0.04,5000,0.001,0.003,1.1,0.25,10,7093.58,8092.78,-999.20,32708706,DEFAULT GRID
2026-05-12/005,3,4713152387,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,30,7582.25,20068.14,-12485.89,66714051,тейк 30
2026-05-12/005,4,4309353533,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,25,15675.34,18091.90,-2416.55,66996641,тейк 25 - вдвое больше при впятеро меньшем мешке
2026-05-12/045,1,5103388848,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,200,1.3,0.55,20,0.16487,0.16491,-0.0000358,4535700,
2026-05-12/045,3,5290841033,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,200,1.3,0.6,60,0.16678,0.16687,-0.0000303,4205100,
2026-05-12/045,4,5382507436,BTCUSD-инв,INDICATOR,Long,-1.5,0.04,5000,100,200,1.3,0.85,70,0.17385,0.17388,-0.0000448,3992300,
2026-06-28/035,1,4839995317,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,3899.40,8290.83,-4391.43,5204899,база base_off0.4 выход-средней ON
2026-06-28/035,2,5254765012,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.41,0,4104.96,7978.82,-3873.85,4729160,база base_off0.5
2026-06-28/035,3,5301557176,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.41,0,-3319.15,-2978.90,-340.25,1936235,ФОРВАРД base_off0.5 стоп-лосс -2000
2026-06-28/035,4,5908799900,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.39,0,-8551.80,3722.06,-12273.86,2325643,ФОРВАРД base_off0.4 мешок -12274
2026-06-28/040,1,5558711137,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.41,0,3077.72,3095.55,-17.83,1751247,база
2026-06-28/040,2,4317905216,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.33,0,2551.63,2551.84,-0.21,1908027,база - совпало с якорем Вина 2553
2026-06-28/040,3,5755596920,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.29,0,2280.17,2280.38,-0.21,1953830,база
2026-06-28/040,4,5863002238,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.45,0,3459.36,3465.57,-6.21,1738827,база
2026-06-28/044,1,6231646760,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.49,0,1095.23,1095.23,0,488752,ФОРВАРД Finished яма -12000 потом флаш - якорь Вина 1072
2026-06-28/044,2,5629177868,BTCUSDT,DYNAMIC,Auto,,0.2,200,0.005,0.02,1.1,0.33,0,1064.67,1064.67,0,790233,ФОРВАРД Stopped шаг0.2 яма -18000
2026-06-28/044,3,6153454589,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.02,1.1,0.49,0,3581.15,3606.98,-25.83,1651511,база Finished
2026-06-28/044,4,5018178002,ETHUSDT,DYNAMIC,Auto,,0.1,200,0.01,0.1,1.1,0.89,89,750.31,749.82,0.49,226114,ФОРВАРД ETH - якорь Вина 750 точно
2026-06-04/020,1,5426481024,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,200,-1449.90,-1359.57,-88.34,3138182,окно 05.03-04.06.26 base_off-1.5 стоп-500 Stopped
2026-06-04/020,3,5961338411,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,200,-1067.58,-624.77,-442.81,6494187,ОКНО ОКТ-ЯНВ Stopped
2026-06-04/020,4,5453233419,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,300,-4345.08,-3667.32,-677.76,6890052,ОКНО ОКТ-ЯНВ Finished
2026-06-04/030,1,6413330486,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,969.86,1512.49,-542.62,4565623,окно март-апр 2025 Stopped
2026-06-04/030,2,4617449105,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,-2014.63,-1972.42,-42.21,3583304,март-июнь26 стоп-500 Finished обвал в конце
2026-06-04/030,3,4372349889,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,-2424.12,-2366.67,-57.45,3442402,март-июнь26 Finished
2026-06-04/030,4,4735012199,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,-2608.86,-2569.64,-39.23,3556310,март-июнь26 Finished
2026-05-21/008,1,6293256429,BTCUSD-инв,INDICATOR,Long,-1.4,0.04,5000,100,300,1.2,0.24,0,0.17689,0.17694,-0.000044,12931100,
2026-05-21/008,4,5050815908,BTCUSD-инв,INDICATOR,Long,-1.4,0.02,5000,100,300,1.2,0.24,0,0.35829,0.35835,-0.000054,25918900,шаг 0.02 - вдвое больше прибыли
2026-06-05/001,1,6053670501,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1626.27,1661.37,-35.13,3407111,окно ИЮНЬ-СЕНТ 2025 Finished стоп-500 - ТОТ ЖЕ конфиг что минусовал в 2026
2026-06-05/001,2,5434955842,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1646.79,1652.03,-5.24,3431306,окно ИЮНЬ-СЕНТ 2025 Stopped
2026-05-13/001,1,5276745007,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.3,0.75,0,0.26938,0.26943,-0.0000051,5320400,
2026-05-13/001,2,5380016859,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.3,0.85,0,0.27526,0.27530,-0.0000422,4757700,
2026-05-13/001,3,5318609451,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.8,0,0.27277,0.27281,-0.0000358,5066500,
2026-05-13/001,4,5248745524,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,170,4566.02,4566.02,0,5945093,лучший SHORT - мешок ноль
2026-05-13/005,1,5553695831,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,13,2162.14,2266.16,-104.01,13968748,
2026-05-13/005,2,5963317627,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,14,2263.13,2367.14,-104.02,13968418,
2026-05-13/005,3,6017496699,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,14,2095.81,2199.83,-104.02,14098163,
2026-05-13/005,4,5794347554,BTCUSD-инв,INDICATOR,Long,-0.3,0.04,5000,100,300,1.2,0.8,0,0.27684,0.27684,-0.0000490,4506600,
2026-05-13/009,1,5849284455,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.6,270,3245.98,3245.98,0,2188819,мешок ноль
2026-05-13/003,1,4627811167,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,175,4752.06,4752.06,0,6042581,мешок ноль
2026-05-13/003,2,5814477762,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,190,4586.00,4586.00,0,6313999,мешок ноль
2026-05-13/003,3,6362679742,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,200,4794.85,4794.85,0,6291224,мешок ноль
2026-05-13/003,4,4453036378,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.25,12,2267.47,2267.47,0,13792050,мешок ноль
2026-05-20/005,1,4705205922,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.03,1.3,0.3,60,1725.97,1971.57,-245.60,2945848,есть стоп 3950
2026-05-20/005,2,5875290811,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.01,1.3,0.3,60,-45.89,995.25,-1041.14,1044666,max 0.01 - минус
2026-05-20/005,3,5149929240,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.03,1.3,0.3,60,252.15,2468.22,-2216.12,2955405,
2026-05-20/005,4,5699851959,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.3,0.3,60,1605.86,1995.08,-389.22,4755301,max 0.05
2026-06-27/005,1,5226124921,ETHUSDT,INDICATOR,Short,1.6,0.3,5000,0.01,0.05,1.3,0.6,80,729.58,733.44,-3.86,455459,Stopped
2026-06-27/005,2,5917058078,ETHUSDT,INDICATOR,Short,1.6,0.2,5000,0.01,0.05,1.3,0.5,50,716.69,727.48,-10.79,768074,Stopped
2026-06-27/005,4,5049954246,ETHUSDT,INDICATOR,Short,1.6,0.2,5000,0.01,0.05,1.3,0.5,50,43.85,203.75,-159.90,117508,Finished
2026-06-27/010,1,4731251533,ETHUSDT,INDICATOR,Short,1.6,0.2,5000,0.01,0.05,1.3,0.39,50,849.33,857.55,-8.22,912484,Stopped
2026-05-18/010,1,5308977431,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,,,0.13,5,449.82,449.82,0,5304336,Finished окно 10.02-10.05
2026-05-18/010,2,6205834579,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,,,0.13,5,-2911.82,1115.98,-4027.60,6923409,Finished БЕЗ max размера - мешок
2026-05-18/010,3,5802482361,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,12,2051.33,2051.33,0,13662723,Finished с max 0.003 - мешок ноль
2026-05-19/035,1,5393413971,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.7,0.3,50,1479.73,1555.75,-76.02,2246773,
2026-05-19/035,2,5822454066,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.7,0.3,50,1682.63,1769.10,-86.47,2537660,
2026-05-19/035,3,4374695284,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,1.7,0.3,50,1744.29,1744.29,0,2890658,
2026-05-19/035,4,5435395167,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,1.7,0.3,50,1989.25,2019.21,-29.96,3158890,
2026-05-12/002,1,5191545342,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.2,0.25,3,1122.49,1122.49,0,4434830,
2026-05-12/002,2,5679715769,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,3,1109.45,1109.45,0,4467667,
2026-05-12/002,3,5605013865,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,3,9466.45,11426.95,-1960.50,69325678,
2026-05-12/002,4,5033148245,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,5,11193.20,13169.25,-1976.05,68454417,
2026-05-12/003,1,5628855938,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,10,13127.40,15144.56,-2017.17,67620254,
2026-05-12/003,2,6040842127,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,20,14206.39,16223.55,-2017.17,67223911,
2026-05-12/003,3,5715910542,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,15,13946.88,15875.69,-1928.83,67465171,
2026-05-12/003,4,6404499886,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,10,11193.94,13185.87,-1991.93,68216826,
2026-05-12/004,1,4921414924,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,10,11717.72,13767.66,-2049.94,67608268,старт.дист 30
2026-05-12/004,2,4747143946,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,20,15154.69,17171.34,-2016.65,67239494,старт.дист 30 трейлинг 70
2026-05-12/004,3,4873768707,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,10,10954.14,12929.68,-1975.54,68143946,трейлинг вкл
2026-05-12/004,4,5470258700,BTCUSDT,DEFAULT,Short,,0.03,5000,0.001,0.003,1.1,0.25,10,8255.91,9541.85,-1285.74,44242614,шаг 0.03
2026-05-12/006,1,6376836783,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,22,6658.04,19256.72,-12598.69,66900709,мешок -12598
2026-05-12/006,2,5065526746,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,0,24902.29,61862.90,-36960.61,65503288,МЕШОК -36961 рекорд
2026-05-12/006,3,5104067298,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,20,5499.43,18019.86,-12520.43,67036159,мешок -12520
2026-05-12/006,4,4938710768,BTCUSDT,DEFAULT,Short,,0.02,5000,0.001,0.003,1.1,0.25,22,14453.70,16397.07,-1943.37,67078827,
2026-05-12/015,1,5242548019,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.2,0.25,10,2683.43,2683.43,0,11189621,
2026-05-12/015,2,5931921500,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.25,15,2687.55,2687.55,0,10698019,
2026-05-12/015,3,4647468979,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.21,15,2149.30,2149.30,0,13033114,
2026-05-12/015,4,4653885510,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.2,0.21,15,2780.39,2863.53,-83.14,12116335,
2026-05-12/020,1,6250232638,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.45,60,1081.83,1081.83,0,1340236,
2026-05-12/020,2,5735101310,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,25,1877.52,3421.47,-1543.96,14792271,
2026-05-12/020,3,5345874656,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,,1.2,0.45,80,1351.35,1351.35,0,1654183,
2026-05-12/020,4,8207756843,BTCUSDT,INDICATOR,Short,0.7,0.02,5000,0.001,0.003,1.3,0.21,25,1856.47,3410.06,-1553.63,14654063,
2026-05-12/030,1,5448368963,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.6,240,3121.67,3121.67,0,2018920,
2026-05-12/030,2,5170781802,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,160,4335.35,4335.35,0,5793750,
2026-05-12/030,3,5076283154,BTCUSDT,INDICATOR,Short,2.0,0.05,5000,0.002,0.005,1.2,0.6,240,3115.31,3115.31,0,2080063,
2026-05-12/030,4,5639761338,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,180,4518.21,4518.21,0,5951745,
2026-05-12/035,1,4960660846,BTCUSD-инв,INDICATOR,Long,-0.7,0.02,5000,100,200,1.2,0.25,10,0.24352,0.24364,-0.000119,16839200,
2026-05-12/035,2,5823311791,BTCUSD-инв,INDICATOR,Long,-0.3,0.03,5000,100,200,1.2,0.25,10,0.14710,0.14784,-0.000745,10173000,есть стоп 74863
2026-05-12/035,3,5263379408,BTCUSD-инв,INDICATOR,Long,-0.7,0.03,5000,100,200,1.2,0.25,10,0.16101,0.16107,-0.0000638,11242000,
2026-05-12/035,4,4536605987,BTCUSD-инв,INDICATOR,Long,-0.3,0.03,5000,100,200,1.2,0.25,10,0.16519,0.16528,-0.0000893,11569400,
2026-05-12/050,1,4674458260,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,300,300,1.3,0.6,50,0.02938,0.02942,-0.0000406,793800,вход -1% - в 16 раз хуже
2026-05-12/050,2,5309517410,BTCUSD-инв,INDICATOR,Long,-0.3,0.02,5000,100,400,1.2,0.25,0,0.48499,0.48519,-0.000192,33487100,ЛУЧШИЙ лонг max400
2026-05-12/050,4,6318113466,BTCUSD-инв,INDICATOR,Long,-0.3,0.02,5000,100,300,1.2,0.25,50,0.37273,0.37289,-0.000159,25774000,max300
2026-05-18/005,1,5195601276,BTCUSD-инв,INDICATOR,Long,-0.3,0.02,5000,100,,,0.13,3,0.07592,0.07594,-0.0000227,12529300,Finished
2026-05-18/005,2,4465226081,BTCUSD-инв,INDICATOR,Long,-0.3,0.02,5000,100,,,0.13,3,0.07566,0.07565,0.0000809,12632500,Finished
2026-05-18/005,3,4476412604,BTCUSD-инв,INDICATOR,Long,-0.3,0.02,5000,100,,,0.13,3,0.07454,0.07462,-0.0000843,12496900,Finished
2026-05-18/005,4,5521267061,BTCUSDT,INDICATOR,Short,0.3,0.02,5000,0.001,0.003,1.3,0.13,5,-8388.17,3284.50,-11672.67,21904370,Finished вход 0.3 - мешок -11673
2026-05-18/015,1,4460902803,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.3,0.13,5,950.75,950.75,0,11631531,Finished
2026-05-18/015,2,4539598255,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.002,1.3,0.13,5,1321.28,1321.28,0,12250810,Finished
2026-05-18/015,3,4580356305,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,5,1774.55,1774.55,0,16714772,Finished
2026-05-18/015,4,6280163650,BTCUSDT,INDICATOR,Short,1.0,0.01,5000,0.001,0.003,1.3,0.13,10,2249.34,2249.34,0,24342666,Finished
2026-05-19/005,1,4327659852,BTCUSDT,INDICATOR,Short,0.7,0.015,5000,0.001,0.002,1.2,0.21,12,2108.48,2184.05,-75.57,12550360,
2026-05-19/005,2,5999998092,BTCUSDT,INDICATOR,Short,0.7,0.025,5000,0.001,0.002,1.2,0.21,12,1469.81,1521.28,-51.47,7992706,
2026-05-19/005,3,4423896797,BTCUSDT,INDICATOR,Short,0.7,0.03,5000,0.001,0.002,1.2,0.21,12,289.41,1222.58,-933.17,6955518,
2026-05-19/005,4,4916953273,BTCUSDT,INDICATOR,Short,0.7,0.01,5000,0.001,0.002,1.2,0.21,12,3113.44,3231.27,-117.84,17520575,шаг 0.01 лучший
2026-05-19/010,1,4625502340,BTCUSDT,INDICATOR,Short,0.7,0.01,5000,0.001,0.003,1.2,0.24,18,5850.99,5850.99,0,21516835,ЛУЧШИЙ SHORT архива
2026-05-19/010,2,5398823117,BTCUSDT,INDICATOR,Short,0.7,0.01,5000,0.001,0.003,1.2,0.24,20,5762.72,5920.14,-157.42,21923919,
2026-05-19/010,3,5501652752,BTCUSDT,INDICATOR,Short,0.7,0.01,5000,0.001,0.003,1.2,0.24,12,4788.28,4788.28,0,19789204,
2026-05-19/010,4,4807585087,BTCUSDT,INDICATOR,Short,0.7,0.01,5000,0.001,0.003,1.2,0.24,20,5122.50,5279.96,-157.46,23515302,
2026-05-19/030,1,6150528586,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,0.24,30,1545.78,1575.81,-30.03,2788291,
2026-05-19/030,2,4824218312,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,0.24,70,1584.32,1669.83,-85.52,3136708,
2026-05-19/030,3,6073736167,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,0.24,50,1626.49,1707.65,-81.16,2966547,
2026-05-19/030,4,5004181320,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,0.24,50,1527.95,1613.07,-85.11,2929643,
2026-05-19/040,1,5794671549,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,60,2401.60,2401.60,0,3561296,ETH лучший
2026-05-19/040,2,4984976945,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,50,2487.68,2524.23,-36.56,3508848,
2026-05-19/040,3,5994227314,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,70,2282.88,2412.24,-129.37,3763602,
2026-05-19/040,4,5020619277,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,0.3,50,2033.64,2068.25,-34.61,3539875,
2026-06-04/010,1,5675668694,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,3133.63,3837.02,-703.39,4175403,база 05.02-05.05 стоп-100 Stopped
2026-06-04/010,2,5018718992,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2544.07,3285.21,-741.15,4141803,база стоп-200 Stopped
2026-06-04/010,3,5773391009,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-3582.79,-3456.57,-126.21,4379500,база МИНУС Stopped
2026-06-04/010,4,4781159390,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2862.48,3591.76,-729.29,4147877,база Stopped
2026-06-04/035,1,4886035572,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,1204.23,1204.23,0,852226,окно 01.01-05.02 Finished
2026-06-04/035,2,4980517590,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,2381.00,2532.17,-151.17,2145664,окно 05.02-05.05 Finished
2026-06-04/035,3,5976984246,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,100,100,1.3,0.64,0,0.08244,0.08244,0.0000026,1929900,окно 05.02-05.05 Finished
2026-06-28/010,1,5276309978,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.1,1.1,0.59,60,1700.65,1700.83,-0.18,1046813,база ETH Finished
2026-06-28/010,2,5015693371,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.59,80,1110.13,1116.69,-6.57,582721,Stopped
2026-06-28/010,3,5714026798,ETHUSDT,DYNAMIC,Auto,,0.1,500,0.01,0.1,1.1,0.59,60,1699.05,1699.26,-0.21,1058208,Stopped
2026-06-28/010,4,5579818669,ETHUSDT,DYNAMIC,Auto,,0.2,500,0.01,0.1,1.1,0.59,80,1191.00,1197.56,-6.57,583436,Stopped
2026-06-28/020,1,4403299829,BTCUSDT,DYNAMIC,Auto,,0.5,100,0.005,0.03,1.1,0.55,0,-7228.55,3523.98,-10752.54,1507532,ФОРВАРД 100 ордеров МИНУС
2026-06-28/020,2,5411705816,BTCUSDT,DYNAMIC,Auto,,0.5,100,0.005,0.03,1.1,0.67,0,-6897.36,3631.24,-10528.60,1269423,ФОРВАРД МИНУС
2026-06-28/020,3,4865222213,BTCUSDT,DYNAMIC,Auto,,0.3,80,0.005,0.03,1.1,0.67,0,-14949.52,4155.62,-19105.14,1535904,ФОРВАРД 80 ордеров МИНУС -14950
2026-06-28/020,4,6108640296,BTCUSDT,DYNAMIC,Auto,,0.3,60,0.005,0.03,1.1,0.67,0,-15685.54,1383.39,-17068.94,571135,ФОРВАРД 60 ордеров ХУДШИЙ -15686
2026-06-28/022,1,5686022154,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.55,0,-5008.38,2075.57,-7083.85,903778,ФОРВАРД max0.01 МИНУС
2026-06-28/022,2,4630017114,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.49,0,-4714.21,2107.81,-6822.02,1022967,ФОРВАРД max0.01 МИНУС
2026-06-28/022,3,5894849138,BTCUSDT,DYNAMIC,Auto,,0.3,200,0.005,0.01,1.1,0.39,0,-4410.29,2035.49,-6445.78,1264123,ФОРВАРД max0.01 МИНУС
